Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Limpopo for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Robbery at residential premises,5,3,12,7,17,21,12,15,21,10
Robbery at non-residential premises,2,0,9,11,17,36,43,42,52,40
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,17,16,22,16,28,23,14,22,20
Public violence,1,1,3,5,4,4,2,0,0,0
Crimen injuria,13,33,39,33,40,17,19,11,12,12
Neglect and ill-treatment of children ,2,2,2,2,1,2,1,3,3,2
Kidnapping,2,3,3,5,7,8,8,4,9,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dorset (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,2,0,2,0,1,1
Total Sexual Crimes,8,3,2,5,1,4,2,3,1,0
Attempted murder,2,0,0,0,0,0,1,3,0,1
Assault with the intent to inflict grievous bodily harm,11,5,8,6,11,3,4,8,8,7
Common assault,7,7,15,5,6,2,10,11,3,8
Common robbery,0,1,0,0,0,0,0,1,2,1
Robbery with aggravating circumstances,1,0,0,1,0,1,1,1,2,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,0,2,1,2,0,1,2,1
Malicious damage to property,8,1,8,3,5,2,7,3,4,1
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,4,2,1,2,3,5,3,3,0
Burglary at residential premises,20,21,22,15,12,18,28,26,24,31
Theft of motor vehicle and motorcycle,1,0,0,0,4,0,5,0,1,0
Theft out of or from motor vehicle,6,1,3,0,1,1,3,2,1,1
Stock-theft,5,5,1,1,0,0,0,2,2,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,0,0,0,1,0,0,0
Drug-related crime,5,3,8,4,0,4,1,12,4,18
Driving under the influence of alcohol or drugs,1,0,0,0,1,0,0,2,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,42,38,22,24,25,22,43,37,28,35
Commercial crime,0,2,1,1,0,1,0,1,1,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,3,2,4,0,3,5,1,0,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,3,2,3,1,1,0,2,4,3,4
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,2,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dwaalboom (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,0,0,0,0,0,1,1,1,0
Total Sexual Crimes,3,0,4,3,2,3,3,3,2,2
Attempted murder,2,0,0,0,1,1,0,0,0,0
Assault with the intent to inflict grievous bodily harm,4,6,4,6,8,5,13,8,12,7
Common assault,30,22,21,30,26,14,13,9,11,7
Common robbery,0,0,0,1,0,2,1,1,0,0
Robbery with aggravating circumstances,2,1,0,0,3,3,0,1,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,0,0,0,0,0,0,0
Malicious damage to property,5,7,3,6,4,3,3,5,2,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,2,2,0,6,2,1,2,3,0
Burglary at residential premises,9,8,7,13,10,8,10,13,5,10
Theft of motor vehicle and motorcycle,0,0,0,0,1,2,0,1,1,1
Theft out of or from motor vehicle,0,0,1,1,1,1,0,1,1,0
Stock-theft,14,4,5,4,3,3,13,6,7,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,0,1,1,1,0,0,2,0
Drug-related crime,0,2,7,1,1,1,1,1,1,7
Driving under the influence of alcohol or drugs,1,0,0,0,0,2,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,40,20,24,30,26,31,30,37,28,13
Commercial crime,2,0,1,0,0,1,0,1,1,1
Shoplifting,2,1,0,1,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,2,1,0,0,1,2,0,1,1,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,0,1,2,0,1,0,0,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,4,2,1,5,0,0,1,1,0,0
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,1,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Elandskraal (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,3,6,1,2,1,3,2,1,2
Total Sexual Crimes,11,12,14,18,19,22,26,28,14,16
Attempted murder,3,2,5,4,5,8,3,8,2,1
Assault with the intent to inflict grievous bodily harm,69,42,44,50,61,49,51,34,51,55
Common assault,12,4,22,14,23,17,34,28,24,9
Common robbery,15,13,7,11,17,11,8,4,8,7
Robbery with aggravating circumstances,2,8,7,13,11,9,9,6,4,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,0,1,0,2,0,0
Malicious damage to property,13,11,12,14,25,27,28,21,15,25
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,24,7,2,19,22,12,14,19,22
Burglary at residential premises,20,26,39,49,28,54,50,48,19,23
Theft of motor vehicle and motorcycle,1,3,3,4,3,3,1,1,2,1
Theft out of or from motor vehicle,4,2,8,4,8,6,6,6,5,2
Stock-theft,9,22,30,27,14,7,19,17,28,14
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,9,3,2,2,3,4,3,0,6
Drug-related crime,6,5,3,0,4,3,33,43,23,27
Driving under the influence of alcohol or drugs,0,0,0,0,1,1,6,5,2,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,48,29,24,62,53,60,31,35,32,27
Commercial crime,1,3,0,0,1,3,2,3,1,0
Shoplifting,0,1,0,1,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,0,1,0
Truck hijacking,2,6,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,2,1,2,0,0
Robbery at non-residential premises,0,0,1,0,1,2,2,2,2,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,3,1,0,2,0,2,2,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,5,1,2,5,1,5,3,6,4,4
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,1,1,2,0,1,0,0,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gilead (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,12,7,6,8,5,4,8,8,6
Total Sexual Crimes,36,31,49,34,41,39,49,33,29,34
Attempted murder,11,8,6,2,2,3,12,4,2,6
Assault with the intent to inflict grievous bodily harm,131,187,163,124,117,153,134,97,114,121
Common assault,61,70,63,55,43,43,52,32,36,43
Common robbery,17,17,18,14,18,17,12,9,11,18
Robbery with aggravating circumstances,12,13,19,11,16,9,17,13,25,20
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,8,4,5,1,4,2,3,1,0
Malicious damage to property,30,61,48,35,56,50,47,33,40,28
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,50,31,41,50,67,29,58,65,54,47
Burglary at residential premises,58,63,63,60,62,42,51,28,34,20
Theft of motor vehicle and motorcycle,3,1,4,5,2,2,0,2,2,2
Theft out of or from motor vehicle,8,3,2,3,4,8,7,4,6,4
Stock-theft,45,28,29,42,8,21,31,25,23,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,3,1,2,3,1,2,3,5,0
Drug-related crime,1,8,8,29,14,22,38,29,26,31
Driving under the influence of alcohol or drugs,0,3,0,2,3,1,7,3,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,77,67,67,60,59,64,68,39,47,63
Commercial crime,1,0,4,2,5,0,6,9,2,4
Shoplifting,0,1,0,0,0,0,0,0,1,5
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,3,2,2
Truck hijacking,0,0,0,0,0,1,0,0,0,1
Robbery at residential premises,0,0,0,0,5,1,4,3,2,3
Robbery at non-residential premises,0,0,0,0,3,3,8,4,17,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,5,3,4,6,9,5,7,6,6
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,18,32,30,20,15,24,28,12,24,15
Neglect and ill-treatment of children ,1,4,0,2,2,5,1,1,1,2
Kidnapping,0,0,0,0,0,0,0,0,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Giyani (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Giyani was previously named M W Makhubela,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,17,19,16,22,20,18,34,20,21,22
Total Sexual Crimes,162,197,170,187,136,111,115,156,159,170
Attempted murder,28,27,15,17,19,11,14,25,20,8
Assault with the intent to inflict grievous bodily harm,666,392,414,388,355,324,375,449,547,508
Common assault,551,880,491,265,254,234,235,248,419,330
Common robbery,67,88,56,52,46,54,58,66,84,71
Robbery with aggravating circumstances,69,44,52,36,48,56,89,70,107,120
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,52,65,39,49,38,33,40,49,46,46
Malicious damage to property,237,243,227,175,174,133,142,147,199,205
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,136,110,128,72,110,151,200,157,184,183
Burglary at residential premises,339,261,278,253,235,280,395,438,404,364
Theft of motor vehicle and motorcycle,20,31,29,7,21,15,15,14,15,17
Theft out of or from motor vehicle,147,126,81,41,51,53,77,59,125,77
Stock-theft,62,40,17,79,41,58,51,58,71,36
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,17,16,14,14,14,11,9,10,13,13
Drug-related crime,6,23,22,21,38,40,63,33,39,57
Driving under the influence of alcohol or drugs,1,12,4,3,6,22,13,114,30,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,685,726,522,428,496,421,321,386,451,366
Commercial crime,50,47,43,56,73,103,144,161,360,471
Shoplifting,181,156,156,152,119,139,203,159,154,127
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,1,4,6,4,2,3,2
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,0,2,10,0,8,6,25,11,14,31
Robbery at non-residential premises,2,0,0,1,3,3,14,19,32,30
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,19,25,30,35,28,28,27,32,36,19
Public violence,1,6,2,2,2,2,2,4,5,4
Crimen injuria,88,106,56,38,36,26,45,80,118,63
Neglect and ill-treatment of children ,13,13,7,11,5,5,3,10,8,6
Kidnapping,3,6,3,3,1,1,5,2,3,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gravelotte (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,1,0,2,4,0,0,1
Total Sexual Crimes,6,4,1,7,4,2,3,1,6,1
Attempted murder,6,3,0,2,1,0,1,0,2,2
Assault with the intent to inflict grievous bodily harm,17,27,25,22,10,12,18,9,14,8
Common assault,16,27,17,18,8,5,5,3,6,13
Common robbery,0,3,0,3,2,4,0,4,0,1
Robbery with aggravating circumstances,2,4,4,6,3,5,3,1,0,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,1,0,0,1,1,0,0,0
Malicious damage to property,7,7,5,7,20,12,13,5,11,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,3,2,3,5,11,12,2,9,2
Burglary at residential premises,36,28,19,11,21,11,15,16,18,25
Theft of motor vehicle and motorcycle,3,2,1,8,3,3,3,0,4,2
Theft out of or from motor vehicle,3,2,5,2,2,4,3,1,2,3
Stock-theft,11,1,2,1,3,10,5,6,8,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,1,0,0,0,0,1,0,1
Drug-related crime,1,3,4,2,6,2,2,10,1,18
Driving under the influence of alcohol or drugs,3,0,0,0,0,0,0,8,0,9
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,54,67,86,81,86,72,53,45,38,67
Commercial crime,1,1,1,3,0,2,2,4,2,6
Shoplifting,2,0,0,0,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,1,2,1,1,0,3
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,6,7,5,5,9,6,10,2,6
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,5,4,4,3,1,5,0,0,1,3
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,1,1,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Groblersdal (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,9,12,4,8,8,1,9,3,11
Total Sexual Crimes,23,25,24,25,19,28,23,13,27,36
Attempted murder,10,12,8,13,9,13,9,6,8,4
Assault with the intent to inflict grievous bodily harm,130,117,102,111,130,116,110,87,121,97
Common assault,160,176,137,152,140,141,110,75,141,109
Common robbery,35,41,44,45,33,31,24,37,41,34
Robbery with aggravating circumstances,54,88,81,61,46,44,30,23,40,25
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,4,2,4,1,5,2,5,10,6
Malicious damage to property,112,108,87,106,89,89,94,76,104,68
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,80,88,94,78,100,80,98,110,144,99
Burglary at residential premises,235,222,179,167,150,170,144,104,140,128
Theft of motor vehicle and motorcycle,23,61,43,34,32,40,35,32,28,26
Theft out of or from motor vehicle,136,112,105,113,39,42,59,116,119,101
Stock-theft,13,3,9,17,17,23,14,16,23,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,4,6,0,4,2,2,3,3,3
Drug-related crime,11,9,14,13,19,9,10,11,34,108
Driving under the influence of alcohol or drugs,19,10,4,7,22,25,22,22,27,36
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,794,686,519,580,609,505,439,457,481,399
Commercial crime,93,59,43,56,67,65,73,87,89,136
Shoplifting,171,118,91,100,110,122,184,204,203,204
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,11,8,5,4,10,1,1,2,1
Truck hijacking,1,5,0,0,0,1,0,1,0,0
Robbery at residential premises,1,1,0,0,6,4,3,7,4,4
Robbery at non-residential premises,1,0,1,0,7,11,7,9,13,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,18,18,20,20,17,19,19,16,22
Public violence,0,0,0,5,1,1,0,0,0,0
Crimen injuria,35,26,21,27,31,34,13,26,26,14
Neglect and ill-treatment of children ,1,0,0,2,3,1,4,0,1,1
Kidnapping,1,0,5,0,0,0,0,2,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Haenertsburg (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,0,2,0,0,0,1,0,2,0
Total Sexual Crimes,5,0,3,5,8,6,7,2,2,4
Attempted murder,0,1,0,0,0,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,10,14,5,14,5,10,5,16,25,17
Common assault,25,25,10,18,12,14,10,12,17,10
Common robbery,2,5,0,0,2,5,1,0,4,0
Robbery with aggravating circumstances,1,5,4,4,0,2,2,2,3,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,1,2,4,0,0,1,0
Malicious damage to property,19,8,10,7,9,10,7,9,18,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,7,1,4,7,4,4,3,10,4
Burglary at residential premises,33,15,12,14,15,10,26,25,21,20
Theft of motor vehicle and motorcycle,7,3,2,5,5,4,3,0,2,2
Theft out of or from motor vehicle,3,3,2,2,3,5,7,3,3,4
Stock-theft,0,5,7,1,6,1,4,2,0,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,2,0,3
Drug-related crime,13,8,14,15,30,43,53,62,52,51
Driving under the influence of alcohol or drugs,5,2,3,5,7,1,6,14,10,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,83,63,47,66,43,48,53,49,50,42
Commercial crime,1,0,1,1,3,1,4,2,1,3
Shoplifting,0,0,0,0,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,0,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,2,0,0,1,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,2,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,1,4,9,12,6,4,10,5,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,3,5,6,1,0,2,0,3,5,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,2
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hlanganani (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,6,3,5,3,3,5,2,3,7
Total Sexual Crimes,46,36,56,44,46,49,56,58,68,41
Attempted murder,12,9,7,10,3,4,2,4,10,4
Assault with the intent to inflict grievous bodily harm,289,300,242,214,197,204,189,187,222,196
Common assault,112,143,110,96,85,98,73,104,105,97
Common robbery,25,19,24,17,18,23,23,27,32,17
Robbery with aggravating circumstances,16,17,24,10,15,8,11,14,17,20
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,15,15,5,6,9,13,4,13,19
Malicious damage to property,65,68,57,55,50,55,48,58,68,74
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,49,38,42,24,36,55,39,32,51,52
Burglary at residential premises,147,114,119,91,84,102,83,161,112,90
Theft of motor vehicle and motorcycle,3,1,0,3,1,3,2,4,3,3
Theft out of or from motor vehicle,8,8,10,7,11,6,8,10,9,16
Stock-theft,19,6,6,3,3,6,20,14,13,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,2,5,7,1,1,1,0,4,2
Drug-related crime,2,4,11,7,6,12,4,12,11,18
Driving under the influence of alcohol or drugs,0,0,0,0,0,1,6,37,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,104,109,64,84,120,113,75,84,98,94
Commercial crime,2,4,5,0,10,2,2,13,17,8
Shoplifting,0,0,1,1,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,1,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,2,5,0,0,0,5,2,2
Robbery at non-residential premises,0,0,0,3,3,4,7,4,11,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,4,4,6,1,5,7,3,8,12
Public violence,0,0,0,1,0,1,1,0,1,0
Crimen injuria,33,25,15,15,4,11,16,19,29,17
Neglect and ill-treatment of children ,6,3,0,2,2,3,3,5,6,8
Kidnapping,0,2,0,0,1,0,2,3,3,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hlogotlou (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,14,10,12,15,14,9,16,11,10
Total Sexual Crimes,47,74,48,70,56,58,62,65,62,82
Attempted murder,9,9,6,8,6,8,14,6,15,11
Assault with the intent to inflict grievous bodily harm,144,125,143,170,160,139,140,131,119,149
Common assault,174,170,120,132,127,150,124,116,129,97
Common robbery,32,32,29,46,43,31,40,37,39,21
Robbery with aggravating circumstances,51,51,54,58,49,46,65,40,45,56
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,5,2,1,2,7,5,5,3
Malicious damage to property,67,79,74,69,72,76,85,70,61,73
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,94,78,71,54,69,129,78,51,71,55
Burglary at residential premises,92,124,99,115,129,113,130,96,110,114
Theft of motor vehicle and motorcycle,17,27,15,16,13,10,15,7,8,14
Theft out of or from motor vehicle,19,38,18,18,13,11,15,16,12,22
