Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Eastern Cape for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,3,0,6,3,0,3,1,2
Robbery at non-residential premises,2,1,0,0,4,4,2,6,6,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,7,3,6,5,2,7,8,8,7
Public violence,0,0,1,0,1,0,0,0,0,0
Crimen injuria,67,68,91,47,32,41,30,18,30,17
Neglect and ill-treatment of children ,2,0,4,3,4,3,0,1,5,3
Kidnapping,0,0,0,1,0,1,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Avondale (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,8,24,9,13,11,13,14,8,9
Total Sexual Crimes,31,28,23,18,28,22,18,32,30,28
Attempted murder,3,12,3,2,4,1,1,3,1,3
Assault with the intent to inflict grievous bodily harm,124,112,74,77,76,83,91,65,70,75
Common assault,24,24,15,17,28,21,24,20,15,10
Common robbery,1,9,2,4,5,2,2,3,8,3
Robbery with aggravating circumstances,2,10,2,0,0,5,3,1,8,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,6,3,2,6,8,2,2,5,7
Malicious damage to property,14,18,8,10,12,13,8,11,3,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,4,1,2,0,0,2,0,0,0
Burglary at residential premises,40,28,28,26,24,25,15,24,31,19
Theft of motor vehicle and motorcycle,1,2,0,1,0,0,0,0,2,0
Theft out of or from motor vehicle,2,0,0,1,0,0,1,1,0,0
Stock-theft,46,40,47,48,73,62,89,87,87,64
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,12,1,8,2,1,8,1,2,2
Drug-related crime,24,26,11,18,10,18,24,5,16,20
Driving under the influence of alcohol or drugs,0,2,0,1,0,2,1,0,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,28,25,14,24,30,32,22,24,19,33
Commercial crime,1,1,0,0,0,0,0,0,0,1
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,0
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,0,3,2,0,0,3,2,0,2,0
Robbery at non-residential premises,0,0,0,0,0,0,0,1,5,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,2,3,2,1,1,1,1,3,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,2,1,1,0,0,0,0,1,0
Neglect and ill-treatment of children ,2,2,2,0,1,0,1,0,0,0
Kidnapping,0,4,2,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Balfour (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Balfour was previously named Balfour Ciskei,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,3,9,5,3,2,2,1,2,2
Total Sexual Crimes,16,9,11,10,5,10,18,6,15,7
Attempted murder,1,0,0,1,3,1,1,2,0,2
Assault with the intent to inflict grievous bodily harm,104,66,68,45,51,44,53,37,33,46
Common assault,32,20,13,9,8,6,3,4,4,6
Common robbery,3,2,9,4,4,2,3,3,1,2
Robbery with aggravating circumstances,4,2,7,2,2,4,3,1,3,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,5,1,2,1,3,2,0,1,6
Malicious damage to property,19,11,13,9,7,4,6,5,9,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,15,3,16,0,0,1,2,0,0,0
Burglary at residential premises,38,38,22,37,30,33,34,19,31,26
Theft of motor vehicle and motorcycle,0,0,3,2,1,0,0,0,0,0
Theft out of or from motor vehicle,3,3,6,1,6,3,1,3,4,4
Stock-theft,41,21,26,26,9,13,9,17,10,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,3,0,3,0,1,0,2,1,1
Drug-related crime,5,8,3,3,3,2,5,1,8,2
Driving under the influence of alcohol or drugs,0,1,2,4,0,1,2,1,3,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,48,20,23,12,17,18,9,18,17,30
Commercial crime,1,2,1,0,0,3,0,0,0,1
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,1,2,0,1,0
Robbery at non-residential premises,0,0,1,0,0,2,0,1,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,2,0,1,1,0,0,0,1,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,11,8,8,2,4,1,3,2,3,7
Neglect and ill-treatment of children ,0,2,0,1,0,1,0,0,0,4
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Barkly East (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,25,6,3,5,4,2,3,10,7
Total Sexual Crimes,11,31,12,19,22,13,16,15,18,21
Attempted murder,3,4,1,1,0,0,2,2,1,5
Assault with the intent to inflict grievous bodily harm,158,145,142,139,104,101,102,87,120,86
Common assault,26,38,40,23,17,11,11,9,19,6
Common robbery,1,0,11,3,8,5,10,4,17,2
Robbery with aggravating circumstances,4,1,0,1,2,2,1,3,4,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,3,1,4,3,3,2,4,3
Malicious damage to property,41,39,36,30,36,14,16,21,39,16
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,27,19,7,6,3,8,8,10,21,13
Burglary at residential premises,84,79,58,44,33,38,49,44,65,58
Theft of motor vehicle and motorcycle,2,12,7,3,2,5,7,5,5,10
Theft out of or from motor vehicle,4,11,3,3,4,2,8,3,12,8
Stock-theft,97,68,56,65,58,60,66,66,73,74
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,3,1,0,3,1,0,0,1,1
Drug-related crime,51,31,36,45,33,26,40,38,35,101
Driving under the influence of alcohol or drugs,9,3,2,4,7,6,2,5,5,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,114,91,70,52,54,41,35,49,59,30
Commercial crime,9,8,10,8,6,7,8,10,16,24
Shoplifting,27,25,9,30,9,7,3,7,6,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,1,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,1,0,0
Robbery at non-residential premises,1,0,0,0,1,1,0,2,2,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,3,3,2,4,6,2,3,3,7
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,2,8,6,4,4,1,0,0,5,3
Neglect and ill-treatment of children ,5,2,2,8,3,0,1,0,1,1
Kidnapping,0,1,1,1,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bathurst (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,2,4,4,3,3,3,4,4,4
Total Sexual Crimes,21,9,21,14,23,19,19,23,24,26
Attempted murder,4,1,2,2,1,0,2,4,3,3
Assault with the intent to inflict grievous bodily harm,94,105,96,77,79,85,102,80,81,64
Common assault,70,58,47,35,36,23,23,41,23,21
Common robbery,7,7,6,7,5,2,4,4,2,8
Robbery with aggravating circumstances,9,10,7,7,4,7,10,10,6,24
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,0,2,1,0,1,2,1,0
Malicious damage to property,34,32,31,14,21,26,25,19,12,27
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,25,42,18,16,6,23,14,4,5,10
Burglary at residential premises,134,178,112,102,72,110,118,115,69,93
Theft of motor vehicle and motorcycle,3,9,9,7,8,9,15,1,1,2
Theft out of or from motor vehicle,16,26,15,14,5,19,13,14,8,6
Stock-theft,61,39,41,35,17,25,24,18,8,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,2,3,0,1,0,1,1,1,4
Drug-related crime,10,17,11,8,16,16,26,27,26,33
Driving under the influence of alcohol or drugs,7,5,2,10,11,11,16,17,24,19
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,90,66,47,53,60,70,45,46,29,36
Commercial crime,0,1,1,1,4,1,13,3,2,0
Shoplifting,0,0,1,0,0,2,0,1,1,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,0,1,0,0,4
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,3,1,1,0,2,1,4,3,1,8
Robbery at non-residential premises,1,2,1,0,1,2,5,0,3,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,0,0,3,2,3,4,3,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,21,16,9,7,2,2,3,2,1,1
Neglect and ill-treatment of children ,0,2,3,1,1,0,1,1,0,1
Kidnapping,1,0,0,0,0,0,0,2,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bavianskloof (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Bavianskloof was previously named Studtis,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,1,0,1,0,0,0,1,0
Total Sexual Crimes,4,3,8,2,5,1,0,1,0,1
Attempted murder,1,1,4,1,0,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,3,11,14,15,16,4,3,3,0,2
Common assault,13,24,22,9,11,9,10,1,1,1
Common robbery,0,0,0,0,0,0,1,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,0
Malicious damage to property,1,4,4,4,2,3,5,0,2,1
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,1,1,1,0,1,3,0,2,2
Burglary at residential premises,0,5,6,5,2,6,7,2,3,3
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,0,0
Theft out of or from motor vehicle,2,0,0,0,0,0,0,0,0,0
Stock-theft,2,4,3,1,1,2,0,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,3,4,0,3,5,5,1,6,4,6
Driving under the influence of alcohol or drugs,0,1,0,0,1,1,0,3,3,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2,5,8,7,6,7,4,2,1,1
Commercial crime,0,0,0,0,0,0,0,0,0,0
Shoplifting,0,0,0,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,2,0
Public violence,0,1,0,0,0,0,0,0,0,0
Crimen injuria,2,14,12,11,10,2,1,0,0,3
Neglect and ill-treatment of children ,0,0,2,1,1,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Beacon Bay (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,5,11,14,9,17,15,10,15,17
Total Sexual Crimes,18,21,34,23,46,45,35,33,46,41
Attempted murder,6,9,5,11,9,8,11,12,10,5
Assault with the intent to inflict grievous bodily harm,90,126,148,118,195,170,148,137,142,140
Common assault,75,61,55,52,70,76,63,70,62,84
Common robbery,33,20,45,46,48,32,35,30,20,17
Robbery with aggravating circumstances,12,18,12,17,28,26,34,45,57,33
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,10,11,8,6,7,2,7,2,3
Malicious damage to property,83,135,126,105,115,70,52,63,56,72
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,18,10,3,9,7,2,3,10,19
Burglary at residential premises,352,316,344,277,310,344,375,295,323,282
Theft of motor vehicle and motorcycle,102,111,77,84,100,74,73,55,71,37
Theft out of or from motor vehicle,266,353,281,206,158,130,101,97,87,84
Stock-theft,28,19,11,1,9,11,9,10,14,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,2,2,1,3,0,5,6,5,4
Drug-related crime,15,31,14,11,15,16,16,27,71,78
Driving under the influence of alcohol or drugs,50,63,84,87,55,94,129,80,112,133
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,384,328,355,352,272,238,176,208,213,229
Commercial crime,25,44,54,48,71,67,67,71,64,77
Shoplifting,83,56,76,93,74,122,107,93,86,85
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,1,5,0,1,1,1,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,1,0,9,9,9,13,5
Robbery at non-residential premises,0,0,0,0,4,7,2,4,2,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,7,8,14,17,5,15,6,4,9
Public violence,0,0,1,0,1,0,2,1,1,1
Crimen injuria,6,14,11,8,8,6,10,8,18,14
Neglect and ill-treatment of children ,0,0,1,0,2,1,2,4,6,4
Kidnapping,0,1,0,0,0,0,0,2,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bedford (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,6,7,5,4,2,7,2,2,7
Total Sexual Crimes,17,12,8,12,15,19,28,24,27,19
Attempted murder,1,2,1,1,3,4,1,7,2,4
Assault with the intent to inflict grievous bodily harm,114,107,102,115,101,107,108,87,97,75
Common assault,117,74,89,92,73,43,53,42,25,32
Common robbery,7,7,11,9,13,17,8,12,6,5
Robbery with aggravating circumstances,2,1,3,3,7,12,17,6,4,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,3,1,1,2,2,7,2,1,3
Malicious damage to property,23,24,37,28,30,46,28,23,23,29
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,10,21,8,7,4,7,12,13,6,10
Burglary at residential premises,53,48,89,84,71,64,55,47,34,37
Theft of motor vehicle and motorcycle,6,3,2,3,2,5,1,3,4,2
Theft out of or from motor vehicle,3,9,4,8,13,4,5,7,2,6
Stock-theft,34,38,46,67,48,26,49,39,29,30
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,2,1,0,1,1,1,1,2
Drug-related crime,7,27,14,36,14,22,24,42,40,40
Driving under the influence of alcohol or drugs,10,5,6,3,7,3,4,11,8,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,81,63,69,66,82,62,60,36,45,20
Commercial crime,3,2,3,7,7,2,16,5,6,7
Shoplifting,9,1,2,3,6,7,6,6,3,5
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,1
Truck hijacking,0,0,0,0,0,0,1,0,0,0
Robbery at residential premises,0,0,0,0,0,3,2,1,0,3
Robbery at non-residential premises,0,0,0,0,1,1,6,2,3,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,1,4,2,0,2,2,1,1
Public violence,0,0,1,0,1,0,0,0,0,0
Crimen injuria,9,8,9,17,7,11,13,17,13,9
Neglect and ill-treatment of children ,1,2,3,1,1,0,0,0,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bell (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,5,2,4,7,4,6,5,4,3
Total Sexual Crimes,16,8,20,14,12,12,14,17,17,11
Attempted murder,9,4,4,3,1,1,1,2,0,0
Assault with the intent to inflict grievous bodily harm,65,46,71,63,42,49,44,49,46,40
Common assault,44,27,22,16,13,14,5,3,16,5
Common robbery,11,9,1,8,8,6,6,9,7,6
Robbery with aggravating circumstances,3,1,4,7,4,18,5,7,10,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,2,2,1,2,0,2,4,2
Malicious damage to property,18,16,5,13,10,11,10,11,23,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,6,2,0,4,6,2,1,0,6
Burglary at residential premises,42,33,41,26,44,41,51,47,56,40
Theft of motor vehicle and motorcycle,1,1,3,0,3,1,3,1,0,3
Theft out of or from motor vehicle,12,4,9,14,7,5,3,8,7,2
Stock-theft,29,29,11,12,14,20,35,37,37,44
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,1,1,1,2,2,2,0,2
Drug-related crime,2,5,6,8,10,10,3,1,1,7
Driving under the influence of alcohol or drugs,1,3,4,7,12,7,3,4,5,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,48,33,30,24,36,41,46,51,84,38
Commercial crime,0,0,0,1,0,0,2,3,0,2
Shoplifting,0,0,0,0,0,0,0,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,0,0,0,0,0,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,2,1,2,0,0
Robbery at non-residential premises,3,0,0,0,0,5,2,1,6,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,1,5,5,8,4,4,1,2,3
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,19,13,14,7,6,4,3,3,7,5
Neglect and ill-treatment of children ,0,0,1,0,0,0,1,0,0,0
Kidnapping,1,0,1,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Berlin (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,5,4,9,6,6,9,5,0,3
Total Sexual Crimes,13,31,15,20,11,25,21,19,21,13
Attempted murder,6,2,4,0,4,0,3,0,3,2
Assault with the intent to inflict grievous bodily harm,88,88,66,86,63,58,61,60,39,51
Common assault,18,24,15,27,23,21,16,9,9,10
Common robbery,11,8,18,21,21,13,15,14,10,6
Robbery with aggravating circumstances,9,8,10,15,13,13,8,15,10,23
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,2,2,0,3,1,1,0,1
Malicious damage to property,24,16,22,36,25,25,26,19,10,14
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,19,18,19,20,17,12,10,18,15
Burglary at residential premises,54,51,46,35,41,29,39,43,59,33
Theft of motor vehicle and motorcycle,0,0,4,6,8,1,3,3,6,3
Theft out of or from motor vehicle,5,16,10,12,5,7,4,9,8,6
Stock-theft,21,32,26,24,20,29,37,22,32,21
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,2,2,2,2,4,3,1,6,4
Drug-related crime,9,2,6,10,11,10,6,10,22,30
Driving under the influence of alcohol or drugs,8,5,4,6,20,29,33,34,39,81
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,85,69,61,48,77,67,77,62,56,29
Commercial crime,1,1,1,3,4,5,3,9,14,19
Shoplifting,7,4,10,7,7,4,1,1,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,1,2,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,0,0,4,0,0,2,2
Robbery at non-residential premises,0,0,0,0,0,0,0,7,0,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,6,5,7,9,4,5,6,10,10
Public violence,0,1,0,1,0,0,0,0,1,0
Crimen injuria,4,3,9,8,4,3,1,3,7,8
Neglect and ill-treatment of children ,0,1,0,0,0,0,0,2,2,0
Kidnapping,1,0,0,0,1,1,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bethelsdorp (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,58,49,62,79,67,68,66,56,66,67
Total Sexual Crimes,275,280,284,306,273,274,274,262,281,237
Attempted murder,133,108,98,113,121,103,93,81,89,100
Assault with the intent to inflict grievous bodily harm,619,710,715,719,788,854,752,776,764,666
Common assault,1209,1163,918,802,739,542,466,622,565,553
Common robbery,269,259,215,270,250,272,178,214,153,157
Robbery with aggravating circumstances,163,203,210,308,310,323,360,344,403,471
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,21,28,38,38,39,30,41,19,42
Malicious damage to property,679,715,765,868,806,794,687,718,623,584
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,67,50,36,31,21,30,56,49,61,107
Burglary at residential premises,652,778,739,803,708,691,561,674,641,794
Theft of motor vehicle and motorcycle,47,29,34,46,53,69,51,58,63,71
Theft out of or from motor vehicle,416,300,301,435,303,439,469,370,342,340
Stock-theft,5,0,1,1,1,3,0,4,6,2
