Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mpumalanga  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Robbery at residential premises,3,2,0,1,1,1,0,2,1,3
Robbery at non-residential premises,1,0,2,1,0,7,10,8,4,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,17,16,18,17,21,16,14,12,14
Public violence,0,1,1,0,0,0,0,0,0,0
Crimen injuria,29,31,37,20,15,14,12,8,4,2
Neglect and ill-treatment of children ,3,2,0,2,0,1,0,0,2,0
Kidnapping,0,1,2,1,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Breyten (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,4,4,3,3,0,6,4,4,3
Total Sexual Crimes,20,22,13,26,20,23,25,13,18,19
Attempted murder,4,2,1,6,3,3,8,3,0,0
Assault with the intent to inflict grievous bodily harm,78,72,77,67,81,76,64,37,35,38
Common assault,58,61,71,50,84,61,52,14,27,19
Common robbery,6,7,1,8,17,6,12,9,4,3
Robbery with aggravating circumstances,5,5,8,11,7,12,14,10,6,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,1,2,3,1,0,0,1
Malicious damage to property,36,26,36,27,37,35,31,14,20,18
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,25,13,8,22,15,9,18,19,2,1
Burglary at residential premises,91,122,68,82,52,98,91,87,94,56
Theft of motor vehicle and motorcycle,11,26,27,9,10,6,2,2,5,6
Theft out of or from motor vehicle,15,37,12,4,6,7,10,7,4,3
Stock-theft,47,56,36,15,19,20,32,48,54,54
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,0,1,0,0,0,1,0,1,0
Drug-related crime,1,4,11,8,5,0,2,2,9,21
Driving under the influence of alcohol or drugs,4,3,2,8,3,11,5,8,14,12
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,146,123,81,69,99,85,62,75,103,49
Commercial crime,4,2,4,0,4,14,5,19,12,9
Shoplifting,2,1,3,2,0,1,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,0,0,0,4,0,0,0,0
Truck hijacking,2,0,0,2,1,1,0,0,0,0
Robbery at residential premises,0,0,0,1,0,1,3,2,0,0
Robbery at non-residential premises,1,0,0,1,1,2,5,6,4,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,4,10,8,14,7,10,8,4,3
Public violence,0,0,0,0,1,1,2,1,0,0
Crimen injuria,6,6,7,8,1,4,0,2,0,4
Neglect and ill-treatment of children ,0,0,0,0,0,1,0,0,1,0
Kidnapping,0,0,1,0,0,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bushbuckridge (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,19,28,16,16,18,24,20,24,14,9
Total Sexual Crimes,83,118,115,112,96,115,109,125,100,130
Attempted murder,34,48,31,36,20,29,29,18,27,14
Assault with the intent to inflict grievous bodily harm,384,414,331,284,267,274,255,334,271,229
Common assault,235,243,142,105,91,121,125,160,121,142
Common robbery,132,146,120,97,77,60,66,69,68,61
Robbery with aggravating circumstances,134,145,106,85,99,138,120,95,147,129
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,10,16,10,11,11,17,12,6,12
Malicious damage to property,126,143,112,118,112,123,135,117,128,131
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,81,84,102,138,122,153,114,97,143,185
Burglary at residential premises,395,336,287,289,305,287,284,272,296,321
Theft of motor vehicle and motorcycle,30,30,22,24,14,18,33,28,36,44
Theft out of or from motor vehicle,91,64,66,43,38,53,67,53,58,50
Stock-theft,6,8,6,1,23,10,22,11,9,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,18,21,28,11,18,15,6,24,17
Drug-related crime,17,25,11,15,8,13,65,94,123,210
Driving under the influence of alcohol or drugs,6,4,5,3,4,2,4,4,42,48
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,459,430,290,188,225,258,285,210,229,239
Commercial crime,32,32,25,27,41,34,25,38,83,63
Shoplifting,59,79,45,74,41,72,72,60,40,46
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,11,9,12,16,29,27,12,11,13
Truck hijacking,0,0,0,0,0,0,1,3,0,0
Robbery at residential premises,2,11,9,7,24,25,11,10,25,26
Robbery at non-residential premises,1,2,22,19,18,33,27,23,51,39
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,23,16,16,21,25,28,19,19,21,22
Public violence,0,0,0,0,0,1,1,1,5,0
Crimen injuria,28,33,21,19,10,21,12,18,9,11
Neglect and ill-treatment of children ,4,4,6,3,3,1,2,5,1,4
Kidnapping,3,2,0,5,1,2,3,7,6,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Calcutta (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,19,41,20,31,41,25,25,24,22,24
Total Sexual Crimes,124,130,126,164,148,158,160,142,147,203
Attempted murder,68,44,37,37,47,64,43,25,32,43
Assault with the intent to inflict grievous bodily harm,428,411,348,395,338,399,369,289,286,254
Common assault,93,176,91,121,71,130,93,96,101,54
Common robbery,69,101,82,121,87,84,48,30,20,24
Robbery with aggravating circumstances,152,202,187,225,206,264,210,182,159,191
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,28,22,19,16,24,19,15,9,13
Malicious damage to property,125,123,123,145,129,173,119,93,104,104
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,42,25,24,22,53,103,136,149,168,119
Burglary at residential premises,432,489,475,494,450,480,372,349,303,200
Theft of motor vehicle and motorcycle,27,13,17,19,14,36,25,14,34,30
Theft out of or from motor vehicle,33,33,28,19,29,27,41,54,30,30
Stock-theft,9,15,2,4,22,11,9,12,12,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,24,33,25,13,18,15,26,10,31,19
Drug-related crime,15,33,18,21,9,13,19,43,65,129
Driving under the influence of alcohol or drugs,4,7,1,2,3,1,5,10,49,20
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,225,247,210,321,321,281,186,213,240,178
Commercial crime,5,9,22,12,13,21,22,28,17,19
Shoplifting,7,35,29,15,27,66,93,74,40,25
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,1,6,9,29,52,51,16,10,14
Truck hijacking,0,0,0,0,0,1,1,1,0,0
Robbery at residential premises,3,3,20,32,65,62,61,56,41,55
Robbery at non-residential premises,4,1,2,11,8,16,26,40,50,49
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,23,29,11,21,30,24,19,24,21,18
Public violence,2,0,0,0,0,0,2,1,1,6
Crimen injuria,13,24,10,8,8,13,8,7,4,2
Neglect and ill-treatment of children ,5,2,5,1,3,5,0,1,3,3
Kidnapping,2,0,1,3,2,4,1,2,3,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Carolina (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,10,6,1,7,4,7,3,3,6
Total Sexual Crimes,32,32,24,28,32,27,31,28,24,22
Attempted murder,6,5,6,5,4,6,2,5,2,6
Assault with the intent to inflict grievous bodily harm,134,92,118,122,135,118,99,105,69,29
Common assault,165,136,117,132,118,133,119,114,69,33
Common robbery,22,25,24,28,43,48,28,41,23,8
Robbery with aggravating circumstances,22,14,26,40,18,52,33,16,19,14
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,5,6,6,8,10,10,10,3,0
Malicious damage to property,39,50,50,61,53,60,73,57,45,33
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,66,53,64,28,39,66,52,59,68,33
Burglary at residential premises,133,186,137,161,185,169,152,155,135,133
Theft of motor vehicle and motorcycle,21,22,19,29,28,21,30,18,24,11
Theft out of or from motor vehicle,43,30,34,23,24,19,32,28,19,21
Stock-theft,164,118,101,91,114,119,160,132,100,108
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,4,1,4,2,1,0,2,9,1
Drug-related crime,10,20,12,15,8,9,11,13,23,27
Driving under the influence of alcohol or drugs,20,5,8,17,9,4,7,11,34,40
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,243,231,172,193,181,205,194,143,98,112
Commercial crime,26,23,16,18,17,33,57,73,20,27
Shoplifting,82,62,34,19,26,9,14,11,11,18
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,1,4,0,3,4,3,0,1
Truck hijacking,1,1,0,0,2,3,1,0,1,1
Robbery at residential premises,0,0,0,0,0,4,6,3,0,3
Robbery at non-residential premises,0,0,0,1,5,8,4,1,7,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,18,16,10,17,21,23,11,7,19
Public violence,0,0,0,0,0,0,0,0,0,3
Crimen injuria,11,16,21,29,21,14,22,8,6,7
Neglect and ill-treatment of children ,0,0,0,3,0,5,1,5,1,0
Kidnapping,0,1,0,0,1,1,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Charl Cilliers (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,1,1,0,1,1,0,0,0
Total Sexual Crimes,2,4,2,7,3,3,6,0,3,3
Attempted murder,1,1,1,1,2,0,1,1,1,0
Assault with the intent to inflict grievous bodily harm,14,13,18,30,13,8,15,8,11,7
Common assault,18,23,15,15,10,20,13,13,7,5
Common robbery,2,2,2,8,4,0,1,2,0,2
Robbery with aggravating circumstances,1,3,3,3,4,9,8,2,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,0,0,0,1,0,0,1,0,0
Malicious damage to property,12,14,14,12,9,6,2,3,3,6
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,7,0,1,0,1,1,0,1,0
Burglary at residential premises,10,17,10,12,20,14,10,6,13,6
Theft of motor vehicle and motorcycle,7,1,0,3,2,1,3,2,2,2
Theft out of or from motor vehicle,3,3,7,8,6,1,0,0,0,1
Stock-theft,29,28,11,11,16,10,13,19,35,44
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,2,1,0,1,1,0,0,3,8,10
Driving under the influence of alcohol or drugs,1,1,1,2,8,4,2,7,15,14
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,25,27,27,44,30,24,29,16,32,15
Commercial crime,1,3,0,0,0,1,2,3,0,3
Shoplifting,0,0,0,0,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,1,4,0,2,0,0
Truck hijacking,0,0,0,0,1,2,4,0,0,0
Robbery at residential premises,0,0,0,0,0,0,2,0,0,0
Robbery at non-residential premises,0,0,0,1,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,7,5,8,12,10,5,4,8,4
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,9,4,10,2,3,3,1,2,0,1
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Chrissiesmeer (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,2,1,2,2,1,4,2,0,1
Total Sexual Crimes,16,13,18,10,2,13,9,4,10,15
Attempted murder,4,1,3,3,6,4,4,2,1,0
Assault with the intent to inflict grievous bodily harm,35,41,49,37,41,38,25,10,13,26
Common assault,35,44,40,27,29,18,8,5,6,9
Common robbery,8,7,7,1,8,9,2,1,1,6
Robbery with aggravating circumstances,8,4,3,6,4,7,7,1,1,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,3,1,0,1,0,0,0,0
Malicious damage to property,18,18,23,15,12,12,9,3,9,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,1,1,2,0,0,0,0,2,1
Burglary at residential premises,44,43,36,36,25,40,29,28,8,26
Theft of motor vehicle and motorcycle,4,1,7,1,2,6,2,2,2,2
Theft out of or from motor vehicle,3,0,5,3,6,1,2,0,0,3
Stock-theft,89,33,33,32,53,77,60,66,59,57
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,3,0,0,0,0,0,0,0,0
Drug-related crime,2,5,3,14,9,2,8,13,25,22
Driving under the influence of alcohol or drugs,0,3,2,1,5,3,3,9,16,14
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,40,36,38,35,32,44,25,13,16,27
Commercial crime,2,7,1,7,0,0,1,0,0,0
Shoplifting,1,0,1,1,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,1,0,1,1,1,1,0,0
Truck hijacking,0,0,0,1,1,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,3,2,0,0,0
Robbery at non-residential premises,0,0,0,0,1,1,2,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,3,2,3,5,5,7,7,9
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,5,1,10,6,2,3,0,0,0,1
Neglect and ill-treatment of children ,0,0,1,0,1,0,0,0,1,0
Kidnapping,0,0,0,0,0,0,0,0,0,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Davel (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,0,1,1,2,1,0,1,3
Total Sexual Crimes,10,11,11,9,10,12,7,8,11,20
Attempted murder,5,4,1,1,0,4,3,0,0,1
Assault with the intent to inflict grievous bodily harm,52,50,39,33,38,26,29,33,31,22
Common assault,58,46,31,44,39,39,31,27,20,23
Common robbery,4,1,5,7,6,2,3,1,2,5
Robbery with aggravating circumstances,0,1,1,3,1,3,4,0,2,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,1,0,0,4,0,0,2,0
Malicious damage to property,32,21,24,16,20,15,23,17,16,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,1,3,1,6,12,1,1,0,3
Burglary at residential premises,24,37,27,30,27,27,30,37,31,26
Theft of motor vehicle and motorcycle,3,8,2,1,2,1,1,1,5,3
Theft out of or from motor vehicle,7,2,2,0,2,6,1,7,3,6
Stock-theft,44,25,17,39,33,40,20,22,22,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,0,1,1,0,1,0,0
Drug-related crime,0,0,1,8,1,6,4,0,3,16
Driving under the influence of alcohol or drugs,2,1,2,2,5,21,3,7,4,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,92,62,52,59,55,81,54,57,69,38
Commercial crime,1,1,0,0,2,1,1,0,2,0
Shoplifting,0,0,0,0,1,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,0,0,0,0,1,1
Robbery at non-residential premises,0,0,0,0,0,1,1,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,5,8,6,5,3,8,4,5
Public violence,0,0,1,0,0,1,0,0,0,0
Crimen injuria,0,1,2,1,1,1,1,0,1,1
Neglect and ill-treatment of children ,0,0,1,0,0,0,0,0,1,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Delmas (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,10,16,10,13,6,9,9,8,14
Total Sexual Crimes,69,86,79,64,63,57,74,59,64,58
Attempted murder,27,16,22,20,24,22,20,23,16,16
Assault with the intent to inflict grievous bodily harm,265,271,253,252,219,266,254,226,238,198
Common assault,270,284,157,150,199,187,227,208,166,119
Common robbery,58,87,64,57,86,72,74,93,63,32
Robbery with aggravating circumstances,169,130,103,147,181,196,230,164,103,98
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,4,6,8,2,8,3,4,7,3
Malicious damage to property,147,149,134,137,125,147,166,153,152,113
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,91,89,87,133,158,179,137,100,102,99
Burglary at residential premises,299,328,322,367,489,279,340,433,362,336
Theft of motor vehicle and motorcycle,114,98,97,89,107,120,114,70,85,81
Theft out of or from motor vehicle,98,136,121,212,230,220,259,226,158,224
Stock-theft,54,47,29,35,28,43,33,51,38,28
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,26,13,18,14,9,12,11,7,8,14
Drug-related crime,17,26,19,17,20,37,43,43,75,111
Driving under the influence of alcohol or drugs,93,69,60,65,38,37,25,33,31,63
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,563,538,474,507,508,521,590,710,495,425
Commercial crime,54,47,43,57,178,158,63,58,70,77
Shoplifting,63,56,60,52,77,63,50,57,89,86
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,22,15,7,16,27,34,23,28,12,19
Truck hijacking,13,12,12,14,29,28,46,27,21,21
Robbery at residential premises,16,13,11,13,22,16,21,19,5,7
Robbery at non-residential premises,5,3,1,9,30,31,47,25,22,18
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,25,25,18,41,44,29,31,24,32
Public violence,0,0,7,0,19,1,0,6,1,12
Crimen injuria,47,46,43,21,28,29,36,33,20,12
Neglect and ill-treatment of children ,5,12,2,8,2,2,1,2,4,3
Kidnapping,9,7,4,9,7,9,5,4,4,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dientjie (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,7,2,2,6,1,1,1,0,0
Total Sexual Crimes,29,12,6,10,13,6,14,8,14,7
Attempted murder,3,3,1,0,1,1,3,1,0,3
Assault with the intent to inflict grievous bodily harm,55,88,75,72,89,54,45,52,37,27
Common assault,42,62,35,34,23,29,16,11,10,12
Common robbery,4,9,6,9,9,4,4,4,1,1
Robbery with aggravating circumstances,53,9,7,12,8,3,5,9,5,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,1,0,3,5,1,1,2,2
Malicious damage to property,11,21,23,28,21,16,21,11,5,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,12,9,5,5,22,23,17,23,13
Burglary at residential premises,33,35,69,61,45,39,42,27,27,26
Theft of motor vehicle and motorcycle,6,3,8,0,1,3,3,3,4,0
Theft out of or from motor vehicle,3,3,5,5,7,3,5,7,3,1
Stock-theft,1,2,0,2,3,1,3,0,1,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,0,1,2,1,1,1,2,1,2
Drug-related crime,0,7,3,5,9,10,11,15,41,23
Driving under the influence of alcohol or drugs,2,2,2,4,3,4,0,9,3,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,39,38,44,56,42,28,33,27,23,23
Commercial crime,0,0,1,1,2,1,2,0,1,1
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,20,1,0,1,0,0,1,2,1,3
Robbery at non-residential premises,3,1,1,0,2,1,1,2,3,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,2,1,2,2,2,3,1,0,2
Public violence,0,0,0,0,0,1,0,0,0,2
Crimen injuria,17,18,11,18,21,10,7,1,0,2
Neglect and ill-treatment of children ,0,3,2,2,0,1,0,0,0,0
Kidnapping,0,0,0,0,0,1,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dirkiesdorp (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,11,8,5,6,9,7,9,3,3
Total Sexual Crimes,27,70,40,42,34,20,34,25,22,61
Attempted murder,14,20,11,17,21,14,8,6,3,12
Assault with the intent to inflict grievous bodily harm,120,154,161,155,133,139,114,86,95,107
