Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Free State Provincial Total  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,3,1,1,3,3,4,1,6,5
Truck hijacking,0,0,1,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,2,0,6,13,15,17,17
Robbery at non-residential premises,0,1,0,0,6,18,14,30,27,54
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,19,9,9,14,24,7,17,16,18
Public violence,0,1,0,1,0,2,1,3,3,96
Crimen injuria,64,52,32,39,93,115,81,71,102,107
Neglect and ill-treatment of children ,16,14,7,6,15,14,10,8,7,5
Kidnapping,0,0,0,0,0,0,3,2,0,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Boshof (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,3,7,8,6,6,3,4,4,3
Total Sexual Crimes,24,18,17,19,15,24,31,23,21,19
Attempted murder,0,4,3,4,2,3,3,5,2,5
Assault with the intent to inflict grievous bodily harm,112,105,120,107,95,123,98,89,93,85
Common assault,126,107,89,93,108,86,107,105,102,115
Common robbery,5,12,3,13,14,9,14,11,8,8
Robbery with aggravating circumstances,1,3,3,4,1,4,0,5,3,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,1,0,2,0,4,0,0,0
Malicious damage to property,28,32,24,26,22,22,24,18,21,24
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,6,10,7,20,8,17,23,39,18
Burglary at residential premises,55,40,56,56,56,63,46,30,39,39
Theft of motor vehicle and motorcycle,3,1,1,2,5,5,3,1,3,3
Theft out of or from motor vehicle,10,4,11,9,3,6,3,2,2,2
Stock-theft,59,36,29,40,29,37,25,38,50,43
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,1,0,0,1,1,0,1,1
Drug-related crime,28,17,14,17,19,15,15,23,35,31
Driving under the influence of alcohol or drugs,4,3,2,0,3,3,0,2,3,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,97,94,57,61,76,77,72,60,68,51
Commercial crime,10,6,5,3,3,3,3,9,5,7
Shoplifting,5,1,5,0,0,3,1,3,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,0,0,0,1,0,1,1,0
Robbery at non-residential premises,0,0,0,0,0,0,0,4,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,5,7,9,8,5,5,3,7,6
Public violence,0,0,0,0,0,0,3,0,0,0
Crimen injuria,39,47,36,27,27,21,40,44,25,43
Neglect and ill-treatment of children ,1,0,1,2,1,0,0,0,0,1
Kidnapping,0,0,1,1,2,0,2,2,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bothaville (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,14,14,20,10,20,25,23,22,23,17
Total Sexual Crimes,83,90,97,82,83,109,98,85,115,140
Attempted murder,25,18,15,12,13,22,18,6,18,16
Assault with the intent to inflict grievous bodily harm,434,438,385,354,397,400,428,412,472,454
Common assault,637,543,527,433,359,358,389,381,395,409
Common robbery,122,181,143,82,70,66,68,63,65,55
Robbery with aggravating circumstances,47,32,76,31,45,55,57,86,140,103
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,2,5,5,1,5,4,2,5,3
Malicious damage to property,228,202,240,163,166,183,173,178,199,195
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,115,70,107,118,108,153,161,114,158,132
Burglary at residential premises,340,290,264,171,200,197,220,202,249,271
Theft of motor vehicle and motorcycle,47,21,21,22,23,19,27,16,26,11
Theft out of or from motor vehicle,64,63,38,37,32,47,51,50,68,85
Stock-theft,54,40,40,32,62,77,69,57,86,77
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,15,4,4,4,2,6,6,7,20
Drug-related crime,32,30,46,94,43,39,81,29,36,69
Driving under the influence of alcohol or drugs,11,14,14,16,17,24,12,15,15,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,677,481,403,317,279,233,281,203,225,256
Commercial crime,32,44,29,32,25,34,26,35,52,89
Shoplifting,34,59,55,49,30,27,30,29,12,12
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,2,2,1,2,0,3,2,3
Truck hijacking,0,0,1,0,0,2,0,0,1,0
Robbery at residential premises,2,0,0,1,2,2,1,5,5,8
Robbery at non-residential premises,0,1,0,0,6,6,11,25,43,27
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,13,14,9,10,9,10,11,11,13
Public violence,1,1,5,2,0,3,3,2,1,0
Crimen injuria,322,278,273,130,140,96,91,101,95,90
Neglect and ill-treatment of children ,3,3,6,9,5,12,4,5,7,16
Kidnapping,1,0,1,0,0,1,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Botshabelo (FS)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,36,20,20,29,25,31,17,28,22,42
Total Sexual Crimes,138,165,139,122,135,153,136,147,127,172
Attempted murder,18,24,20,13,20,17,19,19,28,24
Assault with the intent to inflict grievous bodily harm,746,704,652,547,551,468,546,493,502,538
Common assault,655,597,676,818,828,707,687,602,627,550
Common robbery,181,189,209,246,185,96,82,67,82,90
Robbery with aggravating circumstances,51,76,83,62,105,148,102,148,209,217
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,11,4,9,6,7,3,7,12,12
Malicious damage to property,241,245,270,311,348,275,280,329,342,351
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,104,144,151,155,217,223,240,227,227,275
Burglary at residential premises,429,324,302,275,291,341,352,326,352,347
Theft of motor vehicle and motorcycle,32,22,23,19,31,18,17,7,15,19
Theft out of or from motor vehicle,61,78,29,39,27,31,29,28,54,61
Stock-theft,57,34,27,34,26,53,36,28,51,60
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,20,13,11,9,18,15,12,5,20
Drug-related crime,42,85,131,218,137,87,153,169,46,70
Driving under the influence of alcohol or drugs,15,25,19,17,22,24,15,36,17,20
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,619,537,398,368,402,475,355,333,336,294
Commercial crime,37,35,26,30,36,26,24,71,144,237
Shoplifting,117,103,173,285,176,167,132,136,120,120
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,4,1,0,5,6,4,11,1
Truck hijacking,1,0,0,0,1,0,0,0,0,0
Robbery at residential premises,1,2,1,0,3,8,8,21,17,33
Robbery at non-residential premises,2,1,2,2,17,42,26,36,66,53
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,7,4,5,8,11,7,8,7,9
Public violence,1,2,2,5,2,1,0,10,10,10
Crimen injuria,134,153,173,158,114,83,104,97,91,93
Neglect and ill-treatment of children ,14,11,4,3,5,6,10,5,5,9
Kidnapping,3,3,3,2,3,4,6,10,14,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Brandfort (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,4,1,11,3,4,6,6,6,3
Total Sexual Crimes,34,43,31,31,28,31,39,39,37,31
Attempted murder,3,7,4,3,1,2,1,1,1,1
Assault with the intent to inflict grievous bodily harm,220,185,203,157,162,146,130,166,106,100
Common assault,221,172,181,104,99,135,163,150,148,144
Common robbery,12,26,22,22,24,12,15,22,9,11
Robbery with aggravating circumstances,6,8,14,13,9,14,9,9,5,15
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,5,1,6,0,8,2,3,2,3
Malicious damage to property,66,51,40,56,37,42,70,109,33,31
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,9,16,24,20,12,37,23,24,33,41
Burglary at residential premises,136,161,194,133,125,153,152,159,114,120
Theft of motor vehicle and motorcycle,3,10,4,3,8,6,9,6,5,12
Theft out of or from motor vehicle,21,21,18,2,13,8,14,10,5,8
Stock-theft,129,88,104,82,55,57,89,69,68,58
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,1,3,3,1,2,2,3,0,1
Drug-related crime,12,9,19,22,9,23,33,21,29,19
Driving under the influence of alcohol or drugs,6,5,11,12,1,5,2,5,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,203,179,176,140,152,126,133,119,152,113
Commercial crime,19,7,2,13,7,13,19,15,28,21
Shoplifting,8,11,9,15,3,0,8,9,7,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,2,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,0,0,0,0,3,0,8
Robbery at non-residential premises,0,0,0,1,0,4,4,1,5,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,9,7,8,8,13,9,10,9,5
Public violence,0,1,2,0,0,0,0,0,0,0
Crimen injuria,171,142,118,68,49,33,41,41,38,32
Neglect and ill-treatment of children ,1,2,0,1,0,3,2,1,1,0
Kidnapping,7,0,0,0,0,1,0,1,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bronville (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,23,20,19,19,17,22,22,28,29
Total Sexual Crimes,66,55,63,47,41,53,50,58,79,84
Attempted murder,33,21,7,16,16,14,14,8,28,32
Assault with the intent to inflict grievous bodily harm,297,272,267,239,216,201,208,174,202,198
Common assault,369,331,336,276,248,184,182,143,190,206
Common robbery,59,69,36,46,35,46,21,16,22,16
Robbery with aggravating circumstances,29,42,47,24,38,39,44,50,76,83
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,12,8,13,6,11,8,8,5,13
Malicious damage to property,104,96,111,98,100,103,76,95,85,116
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,17,7,9,8,14,15,11,18,24,15
Burglary at residential premises,202,153,170,160,169,139,141,90,136,121
Theft of motor vehicle and motorcycle,6,7,1,7,3,5,6,6,4,4
Theft out of or from motor vehicle,43,73,34,22,19,27,11,22,34,23
Stock-theft,1,1,2,0,2,4,3,2,8,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,7,4,2,4,2,4,4,7,18
Drug-related crime,27,66,83,72,107,86,68,46,50,72
Driving under the influence of alcohol or drugs,11,7,9,10,15,34,22,18,19,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,280,277,197,139,131,157,93,67,109,106
Commercial crime,5,8,2,3,6,2,2,3,5,7
Shoplifting,0,0,1,1,0,0,0,1,7,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,2,2,0,0,0,1,0
Truck hijacking,0,1,0,0,0,0,0,0,1,0
Robbery at residential premises,0,1,0,2,1,5,4,10,21,23
Robbery at non-residential premises,0,0,0,0,1,1,5,15,13,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,8,7,9,12,14,9,10,9,5
Public violence,2,1,4,0,1,1,0,1,0,1
Crimen injuria,117,111,78,42,32,29,29,18,20,21
Neglect and ill-treatment of children ,21,13,10,14,10,14,3,5,14,8
Kidnapping,1,0,1,0,0,2,0,0,2,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bultfontein (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,6,5,6,9,10,13,10,16,9
Total Sexual Crimes,67,61,56,45,46,41,60,59,84,68
Attempted murder,9,4,3,6,8,9,3,6,6,3
Assault with the intent to inflict grievous bodily harm,189,168,219,185,248,215,221,233,228,242
Common assault,328,259,224,212,213,182,184,158,177,215
Common robbery,37,50,52,37,52,40,21,23,19,20
Robbery with aggravating circumstances,8,9,14,9,10,10,12,10,9,18
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,6,0,0,1,5,2,1,2,0
Malicious damage to property,62,68,78,61,61,94,72,72,65,79
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,71,38,47,49,46,41,54,67,49,43
Burglary at residential premises,149,133,132,121,121,91,87,91,106,164
Theft of motor vehicle and motorcycle,16,23,11,14,7,10,6,5,8,4
Theft out of or from motor vehicle,19,28,29,17,18,12,5,9,13,12
Stock-theft,87,82,60,63,29,31,48,82,64,68
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,1,4,1,2,4,3,2
Drug-related crime,32,34,45,54,32,41,23,16,14,16
Driving under the influence of alcohol or drugs,3,7,6,21,9,10,5,26,4,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,284,205,185,174,150,126,97,122,97,100
Commercial crime,15,15,12,14,16,26,18,43,182,12
Shoplifting,10,10,15,8,7,8,5,3,7,7
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,2,2,0,2,1
Robbery at non-residential premises,0,0,0,0,1,3,2,4,3,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,9,4,8,5,5,8,10,4,8
Public violence,0,0,0,0,0,0,0,1,3,1
Crimen injuria,166,113,87,43,45,19,22,27,24,24
Neglect and ill-treatment of children ,4,8,13,9,20,7,6,2,2,4
Kidnapping,2,1,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Clarens (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,0,1,1,2,1,1,0,0
Total Sexual Crimes,12,13,7,6,5,10,5,9,8,11
Attempted murder,4,4,6,2,0,2,1,1,1,0
Assault with the intent to inflict grievous bodily harm,37,37,46,45,38,29,24,34,24,25
Common assault,39,30,47,47,60,48,34,40,18,20
Common robbery,4,1,5,3,7,3,1,0,2,5
Robbery with aggravating circumstances,3,1,3,0,0,3,8,2,0,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,3,5,1,2,1,2,1,1,2
Malicious damage to property,13,26,15,22,15,23,20,20,11,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,16,9,6,1,9,15,8,11,14,17
Burglary at residential premises,59,31,42,56,44,57,60,31,45,36
Theft of motor vehicle and motorcycle,6,8,22,11,12,5,1,1,0,4
Theft out of or from motor vehicle,13,6,11,5,6,8,7,7,4,8
Stock-theft,27,18,13,41,36,32,28,15,14,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,1,0,2,1,1,1,2,0
Drug-related crime,19,22,19,24,40,32,36,21,31,61
Driving under the influence of alcohol or drugs,3,7,6,3,2,2,2,2,0,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,70,45,60,55,53,56,46,22,22,28
Commercial crime,3,6,11,3,5,8,5,6,6,7
Shoplifting,3,6,1,3,4,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,1,1,0,2
Robbery at non-residential premises,0,0,0,0,0,0,1,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,1,3,2,3,0,4,2,3,5
Public violence,0,0,0,0,0,0,0,0,5,0
Crimen injuria,10,9,12,18,9,5,5,6,6,3
Neglect and ill-treatment of children ,1,1,3,0,2,2,2,2,1,1
Kidnapping,0,0,0,0,1,1,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Clocolan (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,7,9,6,4,2,3,2,3,2
Total Sexual Crimes,44,49,31,27,18,28,30,19,20,21
Attempted murder,6,4,2,7,6,8,1,9,3,6
Assault with the intent to inflict grievous bodily harm,150,94,118,125,150,160,109,98,99,132
Common assault,136,159,164,85,91,84,63,40,70,50
Common robbery,13,10,9,11,11,11,11,3,11,11
Robbery with aggravating circumstances,2,4,9,6,9,10,4,9,7,20
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,5,5,6,5,5,4,4,3,8
Malicious damage to property,82,68,69,64,50,64,38,39,41,53
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,25,22,34,28,15,29,19,13,20,32
Burglary at residential premises,179,121,141,165,113,132,111,101,103,134
Theft of motor vehicle and motorcycle,2,11,7,6,15,6,13,5,11,23
Theft out of or from motor vehicle,15,17,21,12,11,14,9,7,10,11
Stock-theft,75,53,46,42,35,60,41,37,57,78
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,7,5,3,1,2,2,1,2,0
Drug-related crime,55,82,76,60,58,63,38,55,90,135
Driving under the influence of alcohol or drugs,4,9,1,5,3,6,4,2,2,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,239,164,175,136,92,114,92,49,77,111
Commercial crime,7,12,5,12,6,8,14,17,22,19
Shoplifting,14,21,5,6,12,14,16,2,7,9
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,1,0,1,0,1
Robbery at non-residential premises,0,0,0,0,2,1,1,6,4,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,7,4,5,12,7,11,4,4,2
Public violence,0,1,0,2,0,0,0,1,0,2
Crimen injuria,30,72,52,35,13,29,7,15,15,13
Neglect and ill-treatment of children ,2,9,4,6,3,2,1,1,2,3
Kidnapping,0,0,0,0,0,0,1,0,0,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cornelia (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,1,1,0,3,0,0,0,1
Total Sexual Crimes,3,7,1,7,8,9,6,4,8,7
Attempted murder,2,1,1,1,1,0,2,0,1,2
Assault with the intent to inflict grievous bodily harm,13,7,10,11,12,4,8,10,14,10
Common assault,36,28,23,18,33,22,27,14,21,17
Common robbery,2,3,2,3,4,2,1,4,0,4
Robbery with aggravating circumstances,1,8,3,5,5,3,7,5,6,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,1,1,0,1,1,0,2,0
Malicious damage to property,10,4,7,10,4,14,3,5,13,7
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,10,10,8,8,8,4,11,1,10
Burglary at residential premises,25,8,16,22,14,25,10,19,26,23
Theft of motor vehicle and motorcycle,3,6,4,2,1,2,2,2,3,0
Theft out of or from motor vehicle,6,5,9,1,6,2,5,2,4,10
Stock-theft,40,28,40,31,41,35,26,36,23,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,2,1,1,0,0,2,1,0,0
Drug-related crime,2,19,23,12,7,12,6,13,12,13
Driving under the influence of alcohol or drugs,6,0,1,4,5,6,6,0,4,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,33,30,30,30,27,27,30,36,22,16
Commercial crime,2,1,2,2,2,2,3,3,1,1
Shoplifting,1,1,1,1,0,1,1,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,0,0,0,0,1,0,1
Truck hijacking,1,5,2,2,2,1,4,1,1,1
Robbery at residential premises,0,0,0,0,0,0,2,1,1,0
Robbery at non-residential premises,0,0,0,1,2,0,1,1,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,5,4,4,5,6,11,4,3,3
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,3,4,3,6,4,1,4,0,2,2
Neglect and ill-treatment of children ,3,0,2,0,5,3,0,1,0,1
Kidnapping,1,0,0,0,0,0,0,1,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dealesville (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
