Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  KwaZulu-Natal  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Carjacking,2,0,1,0,2,1,1,1,0,0
Truck hijacking,0,5,0,5,1,4,2,2,2,7
Robbery at residential premises,2,0,0,0,1,3,3,3,3,6
Robbery at non-residential premises,0,1,0,0,0,3,2,4,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,6,5,8,10,9,5,9,2
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,14,10,14,6,6,12,14,11,13,12
Neglect and ill-treatment of children ,1,0,1,1,0,0,0,0,0,1
Kidnapping,2,1,3,2,0,0,0,2,4,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bhekithemba (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,60,64,75,62,75,76,74,55,43,52
Total Sexual Crimes,114,177,151,152,127,184,169,142,132,147
Attempted murder,85,62,67,50,50,61,53,40,37,47
Assault with the intent to inflict grievous bodily harm,493,529,377,327,346,376,423,402,440,447
Common assault,304,318,189,116,94,131,218,151,178,196
Common robbery,114,145,76,41,43,36,65,40,65,58
Robbery with aggravating circumstances,480,403,308,290,255,269,293,205,154,209
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,13,13,1,6,3,8,14,10,9
Malicious damage to property,195,231,175,113,125,146,185,128,134,144
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,44,35,38,15,52,39,38,37,34,59
Burglary at residential premises,559,499,389,243,269,254,319,281,330,514
Theft of motor vehicle and motorcycle,53,49,70,39,44,25,30,38,32,49
Theft out of or from motor vehicle,117,123,88,22,28,21,52,65,55,74
Stock-theft,7,4,5,5,1,4,3,8,12,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,35,50,35,50,23,64,54,47,35,40
Drug-related crime,34,44,70,122,155,201,228,166,205,297
Driving under the influence of alcohol or drugs,30,13,6,6,20,75,129,82,160,221
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,479,468,223,139,105,124,194,157,232,221
Commercial crime,12,10,5,8,9,7,30,30,28,60
Shoplifting,1,0,0,0,0,24,45,38,53,13
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,53,39,55,74,79,117,82,66,34,32
Truck hijacking,5,2,0,3,1,0,0,0,0,0
Robbery at residential premises,57,56,48,79,49,42,87,54,28,73
Robbery at non-residential premises,6,1,0,4,18,15,19,12,24,18
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,24,15,26,23,19,15,11,22,26
Public violence,0,1,0,0,2,0,0,3,0,5
Crimen injuria,53,34,29,8,6,7,21,21,25,26
Neglect and ill-treatment of children ,9,9,5,5,2,7,8,5,4,4
Kidnapping,24,18,17,17,15,9,13,14,12,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bishopstowe (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,4,8,8,5,5,2,7,4,4
Total Sexual Crimes,11,6,10,7,6,14,9,11,18,14
Attempted murder,2,5,3,1,2,8,1,3,3,1
Assault with the intent to inflict grievous bodily harm,11,6,12,15,12,14,11,21,13,16
Common assault,9,6,7,8,6,6,3,10,19,19
Common robbery,5,0,0,1,1,1,4,1,3,4
Robbery with aggravating circumstances,9,6,5,2,0,2,4,4,3,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,1,0,0,1,1,1,0,0
Malicious damage to property,7,4,4,5,2,7,2,5,4,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,2,2,3,0,3,3,0,3,6
Burglary at residential premises,34,27,21,19,11,16,20,21,25,41
Theft of motor vehicle and motorcycle,7,1,0,1,3,3,1,2,1,0
Theft out of or from motor vehicle,11,2,1,2,1,5,0,5,3,1
Stock-theft,17,4,3,2,6,6,4,7,7,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,7,7,6,7,2,7,1,9,9
Drug-related crime,30,45,52,54,50,56,64,72,74,75
Driving under the influence of alcohol or drugs,0,0,0,0,0,1,0,1,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,23,17,11,13,7,10,22,39,40,46
Commercial crime,0,0,0,0,0,0,1,0,1,1
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,1,2,0,0,0,0,0,0,0
Robbery at residential premises,1,1,2,1,0,1,0,2,1,1
Robbery at non-residential premises,1,0,0,0,0,1,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,1,2,3,3,0,1,4,1,2
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,1,1,1,0,0,0,1,1,1,1
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Boston (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,2,4,2,3,0,1,2,2,3
Total Sexual Crimes,9,7,5,11,4,6,12,5,6,6
Attempted murder,2,1,1,1,6,0,2,4,1,1
Assault with the intent to inflict grievous bodily harm,17,27,23,21,27,24,17,14,13,9
Common assault,27,23,30,17,18,18,15,18,17,8
Common robbery,6,4,1,5,4,1,1,2,1,1
Robbery with aggravating circumstances,7,7,5,5,14,7,12,5,6,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,0,0,3,5,1,0,0,3,0
Malicious damage to property,17,14,6,4,15,16,13,6,9,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,9,6,5,5,8,7,6,5,4
Burglary at residential premises,28,38,21,36,40,26,29,26,25,6
Theft of motor vehicle and motorcycle,0,3,4,1,1,2,4,0,2,4
Theft out of or from motor vehicle,9,4,14,11,13,3,3,7,10,8
Stock-theft,53,61,45,62,71,95,74,46,63,36
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,2,2,2,2,0,4,3,5,6
Drug-related crime,10,4,4,2,5,5,9,4,7,16
Driving under the influence of alcohol or drugs,9,4,2,2,3,0,3,3,1,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,59,40,31,34,45,68,36,34,46,40
Commercial crime,0,1,2,0,0,2,0,1,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,1,1,5,0,4,1,3,2
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,2,1,0,1,6,1,1,1,1,0
Robbery at non-residential premises,0,0,1,0,1,0,2,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,3,4,2,5,11,10,9,6,7
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,1,0,2,0,2,1,0,0,0,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,1,0,0,0,0,0,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Brighton Beach (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,17,18,14,15,8,17,12,7,14,9
Total Sexual Crimes,56,44,49,53,44,49,41,51,51,26
Attempted murder,32,18,12,21,15,19,21,18,13,25
Assault with the intent to inflict grievous bodily harm,154,126,105,132,142,140,144,129,130,106
Common assault,276,282,257,261,237,204,213,262,219,228
Common robbery,89,103,85,72,49,41,53,53,47,42
Robbery with aggravating circumstances,152,118,172,166,128,167,129,131,137,164
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,3,1,8,4,3,3,2,0,1
Malicious damage to property,178,100,89,104,100,92,107,133,115,120
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,152,120,110,200,183,195,129,161,132,112
Burglary at residential premises,451,338,387,375,286,380,374,371,348,325
Theft of motor vehicle and motorcycle,219,273,371,272,185,289,346,260,253,257
Theft out of or from motor vehicle,422,344,447,327,202,194,201,212,222,210
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,19,20,23,21,13,12,8,27,28,22
Drug-related crime,146,180,210,251,358,390,299,392,671,703
Driving under the influence of alcohol or drugs,25,63,80,59,36,73,26,42,102,104
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,970,723,592,590,537,485,465,758,811,635
Commercial crime,112,94,86,92,106,115,143,150,146,172
Shoplifting,104,85,65,90,75,112,123,112,119,112
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,22,24,47,30,18,33,41,26,26,40
Truck hijacking,1,2,2,1,4,3,8,6,3,2
Robbery at residential premises,1,2,6,5,10,13,13,15,17,19
Robbery at non-residential premises,2,3,0,6,14,32,13,30,26,28
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,15,18,18,26,14,16,15,11,15
Public violence,1,1,0,0,0,1,1,1,0,0
Crimen injuria,47,42,40,33,46,27,31,43,28,36
Neglect and ill-treatment of children ,12,9,5,2,3,2,3,3,6,1
Kidnapping,1,0,0,1,2,3,1,3,5,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bulwer (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,11,17,16,15,10,19,22,15,11,10
Total Sexual Crimes,31,31,30,52,47,30,37,45,47,38
Attempted murder,11,11,14,6,12,10,8,11,5,7
Assault with the intent to inflict grievous bodily harm,79,112,95,120,114,111,106,114,153,139
Common assault,46,57,41,47,51,28,37,44,52,46
Common robbery,13,15,12,12,16,15,11,16,12,12
Robbery with aggravating circumstances,28,24,21,19,25,23,18,9,22,16
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,9,8,6,8,10,10,12,6,7
Malicious damage to property,37,24,20,34,34,37,37,35,43,43
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,10,15,17,28,23,21,33,34,24
Burglary at residential premises,102,95,62,111,132,122,118,122,116,114
Theft of motor vehicle and motorcycle,6,5,3,5,4,1,3,4,2,8
Theft out of or from motor vehicle,23,17,15,15,9,14,15,14,21,11
Stock-theft,128,139,120,132,173,160,217,209,231,147
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,29,30,18,33,15,17,10,13,7,4
Drug-related crime,40,60,46,65,69,41,42,60,75,79
Driving under the influence of alcohol or drugs,4,10,29,31,31,43,47,26,28,35
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,109,88,67,79,69,76,100,92,57,83
Commercial crime,7,3,4,4,12,14,11,13,9,10
Shoplifting,11,7,8,3,7,5,3,0,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,2,2,0,2,2,3,0
Truck hijacking,0,0,1,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,3,5,6,3,8,10
Robbery at non-residential premises,0,0,0,1,0,4,1,1,4,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,7,5,15,5,5,4,4,11,6
Public violence,1,2,0,0,3,1,1,0,0,0
Crimen injuria,3,6,3,2,0,3,2,5,2,1
Neglect and ill-treatment of children ,2,0,1,3,0,0,0,0,1,0
Kidnapping,1,1,1,0,2,1,0,3,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Camperdown (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,14,14,11,11,6,13,5,4,10
Total Sexual Crimes,26,33,22,23,16,26,24,14,14,19
Attempted murder,11,14,9,1,4,10,9,10,9,5
Assault with the intent to inflict grievous bodily harm,65,62,68,32,19,42,62,57,38,39
Common assault,63,74,76,34,21,43,58,56,50,37
Common robbery,14,10,11,11,7,4,9,5,9,11
Robbery with aggravating circumstances,84,73,54,42,26,69,60,56,33,40
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,4,1,0,1,0,1,2,2,1
Malicious damage to property,50,36,42,25,31,26,50,31,31,37
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,30,21,41,20,17,51,44,23,38,36
Burglary at residential premises,147,147,133,89,106,85,133,79,80,93
Theft of motor vehicle and motorcycle,23,21,21,19,21,17,23,33,17,14
Theft out of or from motor vehicle,34,38,27,14,13,21,34,42,42,43
Stock-theft,42,40,23,25,19,34,25,32,16,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,6,11,6,11,6,16,23,11,11
Drug-related crime,4,92,124,170,142,73,49,77,104,89
Driving under the influence of alcohol or drugs,28,40,25,48,57,50,49,20,24,20
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,183,179,153,110,89,169,155,166,168,153
Commercial crime,6,8,10,10,12,10,20,25,27,21
Shoplifting,17,22,35,24,32,27,19,5,10,13
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,5,4,5,4,9,14,10,7,8
Truck hijacking,1,4,2,0,4,2,0,3,0,3
Robbery at residential premises,6,2,5,12,5,13,2,6,8,8
Robbery at non-residential premises,0,0,0,0,3,8,5,8,7,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,17,17,14,21,10,9,12,18,14
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,2,10,9,2,6,16,9,6,9,5
Neglect and ill-treatment of children ,2,0,0,1,0,1,2,0,0,0
Kidnapping,0,0,0,0,0,0,0,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cato Manor (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,43,61,48,58,44,64,57,37,29,43
Total Sexual Crimes,167,154,163,116,132,142,133,119,148,118
Attempted murder,89,83,77,65,63,132,50,40,34,41
Assault with the intent to inflict grievous bodily harm,433,446,432,436,402,387,311,333,352,259
Common assault,372,543,353,216,165,185,181,220,230,149
Common robbery,97,116,108,100,106,178,80,59,72,104
Robbery with aggravating circumstances,311,304,252,224,299,297,222,155,152,154
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,18,11,9,12,15,11,12,11,9
Malicious damage to property,158,239,199,188,138,172,138,122,125,121
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,23,14,14,31,14,36,38,34,30
Burglary at residential premises,369,377,264,266,250,345,297,244,395,310
Theft of motor vehicle and motorcycle,50,52,35,64,39,55,56,58,40,39
Theft out of or from motor vehicle,95,98,65,127,75,76,60,47,63,69
Stock-theft,0,0,0,0,0,0,0,0,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,46,67,33,50,24,42,51,51,27,40
Drug-related crime,750,771,766,662,391,390,394,461,558,644
Driving under the influence of alcohol or drugs,13,36,39,51,34,19,24,24,35,33
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,409,427,276,308,227,257,227,315,482,317
Commercial crime,11,19,15,6,6,15,25,23,40,21
Shoplifting,0,1,0,1,0,2,0,1,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,29,28,38,32,66,39,55,28,36,39
Truck hijacking,2,0,1,1,1,0,1,1,0,2
Robbery at residential premises,1,1,1,24,33,33,35,26,22,22
Robbery at non-residential premises,0,0,1,1,11,12,3,3,10,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,22,22,23,17,26,24,14,15,28,27
Public violence,0,6,4,1,2,2,0,2,0,1
Crimen injuria,71,131,87,56,51,46,29,42,31,16
Neglect and ill-treatment of children ,8,10,5,6,1,3,5,2,4,1
Kidnapping,12,11,11,7,8,6,5,4,6,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ceza (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,20,15,10,4,10,9,2,5,8
Total Sexual Crimes,23,21,14,21,21,16,18,27,22,17
Attempted murder,19,15,6,7,13,15,15,8,7,7
Assault with the intent to inflict grievous bodily harm,126,100,85,70,74,52,85,105,111,100
Common assault,15,8,13,13,24,16,20,17,18,18
Common robbery,5,6,4,6,6,3,4,8,3,3
Robbery with aggravating circumstances,27,13,9,11,10,10,4,11,6,9
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,14,4,4,4,5,7,5,4,2
Malicious damage to property,17,16,18,11,6,12,20,9,21,21
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,7,8,4,7,4,14,8,15,19
Burglary at residential premises,67,52,27,28,24,23,39,35,43,42
Theft of motor vehicle and motorcycle,4,0,0,1,0,2,0,1,2,1
Theft out of or from motor vehicle,7,1,1,3,3,1,4,11,4,6
Stock-theft,50,30,27,17,30,23,48,38,62,44
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,12,12,16,15,15,28,13,9,10,14
Drug-related crime,19,40,25,13,12,6,22,14,28,30
Driving under the influence of alcohol or drugs,1,0,0,0,0,0,1,2,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,43,27,18,16,29,29,56,32,38,25
Commercial crime,3,0,0,0,0,2,1,1,4,0
Shoplifting,0,0,0,0,0,0,0,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,1,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,0,0,2,0,3,0,3
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,2,2,1,1,2,3,2,0,4
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,1,6,0,0,0,1,3,1,6
Neglect and ill-treatment of children ,1,1,1,0,0,0,1,0,0,0
Kidnapping,1,1,0,0,1,0,2,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Charlestown (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,0,1,0,2,1,1,1,2
Total Sexual Crimes,10,7,5,3,4,5,6,6,5,7
Attempted murder,1,0,0,1,0,1,1,0,3,0
Assault with the intent to inflict grievous bodily harm,24,32,28,20,15,17,29,16,19,21
Common assault,26,35,23,15,11,11,15,7,8,12
Common robbery,3,2,2,6,1,1,0,1,0,2
Robbery with aggravating circumstances,6,0,3,2,4,5,1,3,1,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,1,0,3,0,2,1,0,3
Malicious damage to property,7,13,11,9,7,12,12,8,4,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,5,1,3,1,1,4,4,3,2
Burglary at residential premises,33,25,34,23,15,12,9,17,12,27
Theft of motor vehicle and motorcycle,1,1,2,2,2,0,0,3,0,2
Theft out of or from motor vehicle,13,6,7,5,1,2,2,2,1,1
Stock-theft,73,58,48,52,13,34,31,27,45,53
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,3,0,2,2,1,1,2,2,0
Drug-related crime,5,3,11,8,12,2,8,9,7,2
Driving under the influence of alcohol or drugs,1,0,0,3,2,3,6,3,3,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,76,45,57,45,20,15,15,16,44,24
Commercial crime,3,1,4,2,3,2,0,1,2,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,2,0,0,0,1,1
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,1,0,2,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,10,6,3,4,5,5,6,4,2
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,3,3,0,2,0,0,0,0,0,1
Neglect and ill-treatment of children ,0,1,1,0,0,0,0,0,0,0
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
