Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gauteng for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Commercial crime,9,1,7,3,6,17,10,8,6,11
Shoplifting,0,1,2,0,0,0,0,2,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,0,1,1,4,2,6,0,0,1
Truck hijacking,0,0,0,0,0,1,1,0,0,0
Robbery at residential premises,0,0,0,2,0,2,6,3,1,2
Robbery at non-residential premises,0,0,0,0,2,2,6,8,6,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,2,5,7,5,2,7,6,6,4
Public violence,0,0,0,0,1,0,4,1,2,0
Crimen injuria,26,20,6,3,3,4,3,12,10,3
Neglect and ill-treatment of children ,4,7,1,0,0,9,4,2,0,0
Kidnapping,1,1,0,1,0,0,0,2,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Boksburg (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,41,31,34,25,17,15,17,15,14,14
Total Sexual Crimes,83,77,97,84,90,103,65,48,48,52
Attempted murder,53,39,40,42,24,18,18,22,12,17
Assault with the intent to inflict grievous bodily harm,429,422,274,245,184,188,189,147,125,136
Common assault,287,254,290,251,283,274,259,247,226,211
Common robbery,233,125,114,137,140,156,121,110,105,107
Robbery with aggravating circumstances,541,419,327,379,371,391,346,270,189,275
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,18,10,16,8,9,7,5,9,2
Malicious damage to property,216,207,205,210,255,296,252,275,274,237
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,239,196,125,160,129,112,132,109,110,115
Burglary at residential premises,638,501,341,359,351,320,484,342,366,379
Theft of motor vehicle and motorcycle,529,535,439,400,470,490,449,421,334,321
Theft out of or from motor vehicle,450,481,377,440,437,390,391,338,344,322
Stock-theft,0,0,0,0,0,0,0,0,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,37,35,25,27,13,15,11,14,7,11
Drug-related crime,47,35,54,71,39,28,42,53,75,148
Driving under the influence of alcohol or drugs,71,96,47,23,37,47,25,25,37,100
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1301,996,780,751,720,784,692,597,541,605
Commercial crime,242,209,162,184,203,226,325,297,219,220
Shoplifting,133,165,107,114,101,131,112,108,104,73
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,148,95,90,80,142,136,136,71,54,77
Truck hijacking,6,5,0,5,2,4,12,5,2,1
Robbery at residential premises,46,36,40,63,25,30,52,36,20,38
Robbery at non-residential premises,44,32,26,37,41,56,44,36,32,54
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,20,18,24,19,22,29,27,12,9,20
Public violence,0,0,1,0,0,5,1,0,2,0
Crimen injuria,81,56,56,43,42,33,35,46,24,33
Neglect and ill-treatment of children ,11,4,7,0,2,4,2,1,1,1
Kidnapping,8,4,3,6,6,0,3,1,3,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Boksburg North (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,15,18,10,12,6,8,10,13,8
Total Sexual Crimes,46,54,63,42,60,62,63,60,48,42
Attempted murder,46,40,39,31,30,32,24,17,8,16
Assault with the intent to inflict grievous bodily harm,236,221,142,148,146,165,184,140,168,118
Common assault,439,428,434,430,365,362,355,305,277,295
Common robbery,162,95,126,135,102,112,114,86,58,58
Robbery with aggravating circumstances,662,511,492,485,509,491,469,346,288,278
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,8,3,7,4,8,4,3,6,4
Malicious damage to property,496,430,443,360,336,439,457,415,396,356
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,374,378,298,264,200,243,326,253,206,210
Burglary at residential premises,711,502,639,394,352,499,590,554,578,622
Theft of motor vehicle and motorcycle,714,591,648,695,752,783,811,604,491,560
Theft out of or from motor vehicle,798,739,765,569,465,467,531,446,370,472
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,30,28,28,36,10,16,18,19,14,15
Drug-related crime,43,64,61,62,97,86,95,225,395,408
Driving under the influence of alcohol or drugs,53,156,105,54,49,60,33,80,39,62
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2091,1779,1906,1926,1716,1781,1701,1624,1452,1433
Commercial crime,394,384,392,459,511,614,605,629,553,541
Shoplifting,519,454,427,462,468,522,568,477,433,350
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,179,112,144,98,118,109,104,82,49,52
Truck hijacking,15,12,12,6,14,14,13,6,7,12
Robbery at residential premises,45,30,37,53,35,57,62,55,46,48
Robbery at non-residential premises,118,117,91,88,128,129,108,90,66,70
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,31,33,32,35,41,33,22,27,20,17
Public violence,0,2,0,0,1,3,3,2,4,3
Crimen injuria,93,85,73,65,55,56,53,33,44,23
Neglect and ill-treatment of children ,9,2,2,2,4,2,4,6,5,5
Kidnapping,5,3,1,1,1,5,6,7,11,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Booysens (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,64,55,59,60,48,56,51,56,41,28
Total Sexual Crimes,203,240,244,228,318,187,190,192,143,83
Attempted murder,120,74,92,98,63,67,56,40,38,20
Assault with the intent to inflict grievous bodily harm,658,784,755,734,678,571,647,559,470,199
Common assault,1156,1210,1320,1326,1520,1337,1262,1181,834,448
Common robbery,526,508,580,743,622,410,398,394,281,135
Robbery with aggravating circumstances,1594,1642,1674,1783,1530,1279,1209,1007,783,495
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,27,29,32,26,29,12,10,16,6,4
Malicious damage to property,1090,1169,1252,1170,1079,937,960,947,731,369
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,595,472,469,320,258,396,406,421,344,218
Burglary at residential premises,1830,1995,1871,1454,1318,1224,1296,1360,941,541
Theft of motor vehicle and motorcycle,1561,1734,1861,2032,1625,1371,1297,1171,1049,681
Theft out of or from motor vehicle,1365,1135,1405,1121,985,906,950,944,790,636
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,70,47,37,40,41,27,50,51,76,34
Drug-related crime,144,196,199,251,253,221,213,459,525,429
Driving under the influence of alcohol or drugs,131,185,142,194,265,286,323,267,243,464
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,4488,4545,3687,3307,2874,2652,2639,3173,2600,1349
Commercial crime,678,690,744,807,748,751,663,563,502,257
Shoplifting,282,312,361,317,350,379,427,430,406,153
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,395,346,404,349,340,232,258,193,199,125
Truck hijacking,9,10,6,8,3,4,13,8,3,0
Robbery at residential premises,104,130,145,206,159,174,121,141,133,77
Robbery at non-residential premises,137,109,146,183,153,210,208,139,89,62
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,54,69,64,77,47,60,63,56,42,18
Public violence,7,7,3,0,0,2,0,0,2,0
Crimen injuria,157,182,216,184,178,131,125,274,46,15
Neglect and ill-treatment of children ,40,51,29,33,28,15,28,17,15,10
Kidnapping,23,21,17,18,27,27,30,31,17,12
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Boschkop (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,5,13,6,9,5,13,9,7,8
Total Sexual Crimes,32,42,29,29,25,27,27,23,32,19
Attempted murder,15,7,18,16,17,20,22,17,14,5
Assault with the intent to inflict grievous bodily harm,87,79,81,82,76,77,53,84,63,48
Common assault,160,147,158,145,150,143,160,157,126,134
Common robbery,40,52,51,42,38,26,29,23,24,16
Robbery with aggravating circumstances,70,52,67,82,103,93,130,112,66,68
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,8,9,10,2,4,6,8,2,7
Malicious damage to property,116,133,209,184,173,172,168,158,145,132
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,33,29,24,50,81,99,71,48,76,69
Burglary at residential premises,405,335,531,461,377,529,560,439,459,434
Theft of motor vehicle and motorcycle,95,90,112,97,125,131,154,80,107,81
Theft out of or from motor vehicle,161,128,201,165,151,156,193,255,229,309
Stock-theft,16,15,11,7,9,13,7,11,13,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,5,6,1,4,7,2,9,6,3
Drug-related crime,10,5,12,49,11,14,11,22,23,27
Driving under the influence of alcohol or drugs,4,5,6,8,4,11,18,9,9,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,505,537,457,527,622,676,573,515,570,521
Commercial crime,36,71,76,99,97,102,143,153,135,138
Shoplifting,15,19,19,32,38,86,66,52,88,121
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,5,5,4,12,9,4,13,14,7,6
Truck hijacking,2,0,0,0,0,0,1,0,0,1
Robbery at residential premises,6,5,11,26,25,25,38,34,19,24
Robbery at non-residential premises,1,0,2,0,3,18,27,18,11,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,14,15,24,9,13,15,17,12,7
Public violence,0,0,0,0,1,0,1,1,0,0
Crimen injuria,18,30,26,18,15,31,23,39,60,43
Neglect and ill-treatment of children ,1,3,0,0,0,1,0,2,0,1
Kidnapping,0,2,0,0,1,0,4,1,0,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Brackendowns (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,6,7,9,9,5,7,7,9,7
Total Sexual Crimes,37,20,24,44,36,46,50,30,29,29
Attempted murder,21,30,16,20,40,35,32,23,12,17
Assault with the intent to inflict grievous bodily harm,85,94,72,101,82,89,88,93,79,73
Common assault,155,194,189,197,207,174,187,148,154,156
Common robbery,76,81,84,73,93,71,68,55,50,33
Robbery with aggravating circumstances,293,317,310,331,370,389,344,241,170,198
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,3,4,2,5,6,9,3,8,2
Malicious damage to property,306,321,299,270,257,267,308,288,321,290
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,32,55,87,69,74,109,112,113,120,108
Burglary at residential premises,708,776,607,554,542,453,577,569,598,530
Theft of motor vehicle and motorcycle,577,505,405,348,185,347,303,300,162,160
Theft out of or from motor vehicle,267,282,299,253,173,171,203,106,153,159
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,6,11,12,23,17,17,7,34,25
Drug-related crime,11,10,17,23,26,24,35,21,29,62
Driving under the influence of alcohol or drugs,16,40,37,50,37,162,68,55,76,63
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,782,701,694,693,575,629,596,592,563,596
Commercial crime,109,104,101,138,115,139,223,150,146,127
Shoplifting,42,44,24,27,43,65,63,60,58,38
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,76,97,126,110,141,90,102,75,53,48
Truck hijacking,11,8,6,7,21,15,19,4,3,9
Robbery at residential premises,38,34,44,59,61,90,91,37,37,48
Robbery at non-residential premises,21,15,29,37,37,53,39,32,14,11
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,11,14,22,37,15,14,20,26,14
Public violence,1,1,0,0,0,2,1,2,0,4
Crimen injuria,59,32,42,39,40,38,43,42,45,68
Neglect and ill-treatment of children ,2,4,1,3,6,7,5,2,5,2
Kidnapping,0,0,0,1,0,1,1,2,6,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Brakpan (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,17,28,23,16,21,26,13,11,18
Total Sexual Crimes,121,89,102,105,88,111,102,121,66,84
Attempted murder,64,46,34,51,28,37,37,23,26,26
Assault with the intent to inflict grievous bodily harm,276,200,178,155,164,239,176,153,140,150
Common assault,498,524,527,575,527,560,574,488,392,424
Common robbery,254,158,104,116,161,163,97,76,99,99
Robbery with aggravating circumstances,330,261,246,404,291,440,403,298,283,246
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,13,10,10,17,18,14,8,12,7
Malicious damage to property,237,332,331,354,383,454,425,354,321,289
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,192,116,117,188,177,182,207,196,191,209
Burglary at residential premises,826,813,745,611,657,754,625,649,593,583
Theft of motor vehicle and motorcycle,401,302,379,399,454,517,392,345,356,294
Theft out of or from motor vehicle,462,460,448,401,471,367,451,392,349,253
Stock-theft,5,4,2,1,2,2,3,2,6,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,40,40,57,13,15,35,23,19,34
Drug-related crime,27,44,123,152,27,43,89,100,203,265
Driving under the influence of alcohol or drugs,181,221,207,243,100,233,89,69,142,114
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1242,1293,1253,1124,1245,1224,1103,983,1015,965
Commercial crime,155,180,204,200,223,323,420,453,472,420
Shoplifting,157,166,147,140,108,144,159,169,164,216
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,124,72,73,113,74,101,80,75,60,70
Truck hijacking,2,1,5,5,3,18,23,12,6,10
Robbery at residential premises,41,23,14,58,32,63,68,36,47,19
Robbery at non-residential premises,4,5,15,42,59,77,82,39,41,42
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,31,25,27,35,40,21,29,31,24
Public violence,0,1,0,4,0,1,0,2,1,0
Crimen injuria,101,106,85,74,88,83,64,63,34,37
Neglect and ill-treatment of children ,12,12,14,7,6,6,12,6,6,4
Kidnapping,5,1,2,5,5,5,10,9,7,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bramley (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,18,13,18,12,18,14,11,16,18
Total Sexual Crimes,58,47,47,52,47,44,46,59,37,40
Attempted murder,34,26,24,38,51,41,30,28,26,25
Assault with the intent to inflict grievous bodily harm,276,265,161,165,158,171,188,155,143,142
Common assault,286,278,312,326,393,363,388,304,261,233
Common robbery,164,172,128,90,133,104,100,91,60,69
Robbery with aggravating circumstances,717,662,597,664,667,739,482,404,361,362
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,12,6,11,8,5,2,2,4,6
Malicious damage to property,341,389,265,217,224,174,143,135,118,119
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,181,165,151,202,250,236,211,203,168,203
Burglary at residential premises,338,271,365,349,322,289,323,311,236,264
Theft of motor vehicle and motorcycle,486,541,543,445,425,334,219,183,151,167
Theft out of or from motor vehicle,369,580,408,382,359,347,273,225,300,312
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,10,12,10,20,33,66,27,24,17
Drug-related crime,45,66,33,20,29,40,82,83,96,65
Driving under the influence of alcohol or drugs,58,109,79,66,84,52,111,125,210,444
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1687,1370,1023,1072,979,900,973,922,832,822
Commercial crime,417,355,379,395,358,345,360,339,302,302
Shoplifting,61,83,68,77,53,70,68,60,40,37
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,158,173,115,138,158,229,94,79,78,74
Truck hijacking,0,1,1,4,8,2,2,3,3,1
Robbery at residential premises,67,95,119,113,93,84,89,78,70,59
Robbery at non-residential premises,54,57,60,78,93,84,66,55,49,37
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,18,22,16,18,7,16,18,12,9
Public violence,0,1,2,7,3,2,0,0,0,3
Crimen injuria,36,38,56,51,53,56,62,56,41,31
Neglect and ill-treatment of children ,4,4,6,3,1,5,9,8,3,2
Kidnapping,1,0,0,2,5,4,4,8,6,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Brixton (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,15,20,15,10,8,7,6,11,8
Total Sexual Crimes,66,68,65,73,125,213,62,63,47,69
Attempted murder,36,28,31,29,28,15,17,19,7,12
Assault with the intent to inflict grievous bodily harm,283,274,288,301,270,273,281,259,272,194
Common assault,441,448,390,348,384,381,330,365,342,322
Common robbery,329,390,334,307,315,327,254,181,147,155
Robbery with aggravating circumstances,475,545,527,656,643,505,563,337,359,321
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,8,10,7,3,6,8,6,5,1
Malicious damage to property,420,440,448,393,393,360,320,316,337,297
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,132,77,86,75,97,110,142,85,93,123
Burglary at residential premises,744,741,725,601,576,481,575,587,396,359
Theft of motor vehicle and motorcycle,691,792,924,888,840,835,833,684,408,402
Theft out of or from motor vehicle,829,694,764,635,498,391,416,321,338,360
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,23,11,12,12,21,16,15,14,19,20
Drug-related crime,118,103,122,73,98,101,88,164,701,419
Driving under the influence of alcohol or drugs,26,56,58,32,59,149,247,268,429,405
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1947,1878,1731,1367,1334,1125,854,1023,1156,1070
Commercial crime,208,290,254,239,250,258,268,265,224,163
Shoplifting,81,79,105,95,103,138,138,108,115,86
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,53,67,77,105,84,66,48,26,34,31
Truck hijacking,0,1,0,1,0,1,1,0,0,0
Robbery at residential premises,33,32,57,74,80,74,79,55,69,46
Robbery at non-residential premises,16,26,25,48,45,51,58,39,26,29
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,10,6,8,11,7,4,6,3,5
Public violence,5,5,26,2,3,3,0,1,1,0
Crimen injuria,98,85,101,73,42,31,34,107,313,106
Neglect and ill-treatment of children ,9,5,2,1,4,6,4,3,2,3
Kidnapping,5,10,4,6,5,5,5,10,11,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Bronkhorstspruit (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
